review,notes,dates,accords_avis,dessaccords_avis,cleanned_review,classification
Jeu catastrophique remplis de bug en tout genre.Paie to win en futVous aurez beau jouer énormément vous n’aurez rien dans vos pack de plus EA se permet d’enlever vos crédit pour des suspicions sans même apporter des preuves. Vivement 2k comme au basket EA SPORT va perdre le marché car il se moque de leur communauté. Jeu à fuir Bonne journée,1,23/03/2024,0,0,jeu catastrophique remplis bug genre paie win futvous aurez beau jouer énormément aurez rien vos pack permet enlever vos crédit suspicions sans apporter preuves vivement comme basket sport perdre marché car moque leur communauté jeu fuir bonne journée,anger
Jeux de sport le plus nul jamais conçu. C'est tout sauf du foot et surtout pas une simulation. A fuir à tout prix. Même à vendre c'est une arnaque. Comment des gens peuvent jouer encore à sa,0,22/03/2024,0,0,jeux sport nul jamais conçu sauf foot surtout simulation fuir prix vendre arnaque comment gens peuvent jouer encore,anger
Incroyablement décevant jamais un FIFA pas autant déçu même le 18...FIFA 17 pour moi le meilleur de la série qui a su rebondir.FC 24 OMG que c'est mauvais beaucoup de chose supprimer en carrière manager c'est presque des choix tactique imposé.Une entreprise comme EA devrais faire un jeu chaque année qui surpasse le précédent mais tout le monde s'en fou tant qu'ils ont leur FUT débile super arcade!,8,21/03/2024,0,0,incroyablement décevant jamais fifa autant déçu fifa moi meilleur série rebondir omg mauvais beaucoup chose supprimer carrière manager presque choix tactique imposé entreprise comme devrais faire jeu chaque année surpasse précédent monde fou tant ont leur fut débile super arcade,sad
En Ultime/légende j'ai le sentiment de jouer aux échecs mais que l'adversaire joue 2 à 3 coups de plus à chacun de ses tours et que mes pions que je touche pas se livre tout seul sur un plateau.(ouverture des lignes defensives). que je gagne ou perde c'est même pas agréable. Depuis toutes ces années faut bien dire qu'ils sont vraiment pas créatif chez EA. j'encourage de bouder les prochaines sorties afin qu'il y ait du mouvement dans la chaumière. Et dire que j'étais optimiste avec la sortie de la ps5..,0,18/03/2024,0,0,ultime légende sentiment jouer aux échecs adversaire joue coups chacun ses tours mes pions touche livre seul plateau ouverture lignes defensives gagne perde agréable depuis toutes ces années faut bien dire vraiment créatif chez encourage bouder prochaines sorties afin ait mouvement chaumière dire étais optimiste avec sortie,neutral
Moi perso je dirais pas que le jeu est archi degueulasse vous avez amélioré c’est temps ci ça va un peu par rapport à la sortie . J’avoue que vous aimez le foot tout comme nous les consommateurs mais en vrai est ce que vous avez essayer le jeu vous même créateur avant de faire sortir cette merde ? Non j’ai l’impression que vous avez rendu le jeu en faisant exprès bien sûr plus pire qu’avant . J’ai l’impression que vous faite exprès. D’abord vous retirer ce qui est un bon l’intro des joueurs le stade la vue la salutation des joueurs l’intro en général vous le retirer et vous le simplifier pourquoi au faite2/ pourquoi supprimer le brazil on sait que vous êtes raciste vous avez ajouter 2 pays africains sa on le sait mais pourquoi ne pas faire un jeu qui est entier vous faite un jeu super chers on se tue pour le payer résultat déception .3/ j’ai l’impression que le jeu est fait pour L’IA  les fautes sont trop abuser il y a des tacles qui doivent faire exclus le joueur et mettre le joueur tacler sur civière d’abord il mérite pas rouge le joueur de deux mon joueur n’est blessé . Est il se blesse sur des fautes débile 😅…4 / pourquoi ne pas faire un mode carrière joueur plus réaliste ça vous coûte quoi EASPORT J’AI MAL parce que je sais que vous avez la possibilité votre jeu n’est pas hyper degueulasse mais franchement j’ai l’impression de m’ennuyer en jouant le jeu jusque c’est le seul jeu de foot qui niveau graphiste est super bien mis . Copie et coller la réalité c’est tout . Comment faire une carrière de 1 an de contrat il suffit que tu valide pas 1 seul objectif on te chasse même si tu as fais une saison remarquable on veut voir plus de cinématiques j’ai joueur le jeu en 20h j’ai fini 2 saison et demi . C’est nul wallah . Les passes y’a que IA qui les réussissent bien . Moi quand mes joueurs ont le ballon ils savent pas quoi faire et pourquoi aussi chasser de bon joueur quand j’arrive ? Parfois vous les faite pas jouer . Tu as de bon ailier qui dribble quand ils sont IA le jour tu joue avec eux ils devienne nul c’est abuser essayer d’être plus réaliste . Les têtes meme si tu as Marquinhos c’est un jouer de GEN 69 qui s’imposera face à lui même s’il a tête 45 . Je sens pour une première que vous pouvez changer beaucoup de chose s’il vous plaît après la prochaine sorti soyez vrai envers nous5/ le jeu est trop facile pour moi d’abord dans ma carrière je suis aller au PSG quand N’importe quel joueur marque le publique scande son nom quand je marque personne n’ose parler de mon joueur c’est pas réaliste et cesser de faire que tout tourne autour de mon joueur par moment mon équipe peuvent se permettre de combiner et marquer pourquoi toujours ils tourne me rechercher c’est naz3 . Il est facile dans la mesure où c’est moi qui doit tout faire fin de saison j’ai 30 passe ou sa existe ça ? 😅😅😅😅😅6/ la var merde 😅. C’est bon la y’a un peu de cohérence7/ pourquoi y’a pas d’interview genre question réponse et pourquoi pas toujours commencer une carrière à 19 ans avve le club de mon souhait y’a pas de réaliste si je choisir réal et que je fais asseoir vinicus sa n’existe pas sachant sur vinicus est au meilleur de sa forme . Faite plutôt un truc qui donne envie de dit je suis fier de ce jeu mais rien chaque jour c’est pareil . Les Club doivent se battre pour nous avoir par nos compétences8/ transfert dans quel coups je ne dois plus être transfert en Janvier vous rendez le jeu mille franchement c’est bon j’arrête de jouer . Pfff je suis mal sur les nerfs,2,14/03/2024,0,0,moi perso dirais jeu archi degueulasse avez amélioré temps peu rapport sortie avoue aimez foot comme nous consommateurs vrai avez essayer jeu créateur avant faire sortir merde non impression avez rendu jeu faisant exprès bien sûr pire avant impression faite exprès abord retirer bon intro joueurs stade vue salutation joueurs intro général retirer simplifier pourquoi faite pourquoi supprimer brazil sait êtes raciste avez ajouter pays africains sait pourquoi faire jeu entier faite jeu super chers tue payer r,anger
Ce fut le pire jeu que j’ai testé  le jeu est nul  le gameplay est nul  la communauté est nul et ultimateam pourri. Le jeu est rempli de script et de rééquilibrage. Le jeu le plus rageant,0,10/03/2024,0,0,fut pire jeu testé jeu nul gameplay nul communauté nul ultimateam pourri jeu rempli script rééquilibrage jeu rageant,anger
Nul concept jouabilité de pire en pire surtout ultimate team  grand déséquilibre de réa attribution  pas de logique sur le jeux qui devient de plus en plus frustrant pas d'évolution de graphisme depuis 2012 c'est presque le même jeux voir pire en jouabilté entre ps4 et Ps5 pas de différence une catastrophe pour les amateurs de jeux de football et malheureusement aucune alternative,0,02/03/2024,0,0,nul concept jouabilité pire pire surtout ultimate team grand déséquilibre réa attribution logique jeux devient frustrant évolution graphisme depuis presque jeux voir pire jouabilté entre différence catastrophe amateurs jeux football malheureusement aucune alternative,sad
Vraiment décevant. Le même depuis le 19. Mais en plus il est scripté jusqu'au cou. Impossible d'être champion sur le mode carrière on se fera tjrs doubler à un moment ou un autre. Les scores sont des matchs de tennis. Les gardiens sont de véritables passoires. Nos joueurs glissent. Les scores sont aléatoires (ex: tu peux gagner 3-0 contre le barca puis perdre 5-3 contre almeria). L'IA du jeu est contre toi 1 fois sur 2. Bref EA vous avez tout intérêt à faire mieux et faire en sorte que cela ressemble à du foot...,3,02/03/2024,0,0,vraiment décevant depuis scripté jusqu cou impossible être champion mode carrière fera tjrs doubler moment autre scores matchs tennis gardiens véritables passoires nos joueurs glissent scores aléatoires peux gagner contre barca puis perdre contre almeria jeu contre toi fois bref avez intérêt faire mieux faire sorte cela ressemble foot,sad
Je n'ai pas acheter fifa 22 ni le 23 .. cette fois je l'ai toucher à 20 e  et bien même 20 euros c'est trop ! Ce jeux est vraiment à chier ... le plus nul que j'ai connus .. une lenteur absurde des joueurs .. des lacs contre favorables ; scripts ; score de tennis .. et pleins d'autres choses.. rien ne va ! A fuir,0,25/02/2024,0,0,acheter fifa fois toucher bien euros trop jeux vraiment chier nul connus lenteur absurde joueurs lacs contre favorables scripts score tennis pleins autres choses rien fuir,anger
Intelligence artificiel complètement débile rends les balles à l'adversaire les défenseurs ont peur du ballon les goal arrête 90/100 des tirs.Nombreux bugs textures passes à travers les joueurs ballon invisible pour un jeu à 80€ et qui n'est qu'une mise à jour du 23 c'est une arnaque.,3,17/02/2024,0,0,intelligence artificiel complètement débile rends balles adversaire défenseurs ont peur ballon goal arrête tirs nombreux bugs textures passes travers joueurs ballon invisible jeu mise jour arnaque,anger
Un jeu de merde vraiment. Le pire jeu au monde je comprends pas comment ça peut être légal de mettre en circulation un tel jeu ! Franchement les gars derrière le jeu vous êtes des mange mort une bande d'incapable qui passent l'entièreté de leur journée à concevoir et investir dans un jeu pourris qui au final pû la merde. Bouffé le votre FC24 et chié le !!! Une honte,1,15/02/2024,0,0,jeu merde vraiment pire jeu monde comprends comment peut être légal mettre circulation tel jeu franchement gars derrière jeu êtes mange mort bande incapable passent entièreté leur journée concevoir investir jeu pourris final merde bouffé votre chié honte,anger
Je mets 1/20 mais je ne sais pas d'où vient ce point. Le jeu est très decevant dans beaucoup d'aspect mais le plus alarmant sont les bugs : Beaucoup de crash jeu particulièrement lourd de nombreux bug sur les modes en ligne mais aussi pour certaines personnes le mode ultimate teams ne marche pas ce qui est la fonction principal de fifa. Autant dire qu'il ne faut pas l'acheter même si vous êtes fan de fifa et un joueur fut je vous le déconseille ça sera juste une deception.,1,12/02/2024,0,0,mets sais vient point jeu très decevant beaucoup aspect alarmant bugs beaucoup crash jeu particulièrement lourd nombreux bug modes ligne aussi certaines personnes mode ultimate teams marche fonction principal fifa autant dire faut acheter êtes fan fifa joueur fut déconseille sera juste deception,sad
Juste un copier/coller de Fifa 23 avec une mise à jour des transferts et des équipes et voilà le tour est joué. Une blague.... Franchement aucune amélioration une catastrophe comment se faire du fric on en foutant le moins possible..,2,03/02/2024,0,0,juste copier coller fifa avec mise jour transferts équipes voilà tour joué blague franchement aucune amélioration catastrophe comment faire fric foutant moins possible,sad
Je me demande encore pourquoi j’ai acheté ce jeu j’y ai joué trois heures je l’ai fermé et désinstallé rien de nouveau depuis 2022 une honte!EA C’EST FINI,5,03/02/2024,0,0,demande encore pourquoi acheté jeu joué trois heures fermé désinstallé rien nouveau depuis honte fini,sad
5 pour les pelouses et c'est tout........ ................ .............. .............. .................... .............. ................... .............. ................... .............. ..........,5,30/01/2024,0,0,pelouses,neutral
Jeux vraiment horrible script sur script passe impossible à réaliser changements de curseur en pleine action donc impossible à défendre contre favorable sur contre favorable il es a chier ce jeu,0,27/01/2024,0,0,jeux vraiment horrible script script passe impossible réaliser changements curseur pleine action impossible défendre contre favorable contre favorable chier jeu,sad
Avant de l’acheter je trouvais la note des joueurs sévère… mais ça c’était avant de l’acheter.L’année dernière j’avais mis 3/20 à FIFA 23. Cette année devenue FC24 (même le nom est médiocre) je lui retire encore un point. Les menus sont moches et pas du tout intuitifs. Le mode de jeu UT est injouable et la mentalité des adversaires exécrable. Tout le monde a des équipes de fou. Dès mon troisième match j’avais déjà une bonne équipe. J’aimais bien le plaisir de commencer avec des mauvais joueurs et devoir se saigner pour avoir un bon joueur. Maintenant c’est à celui qui aura M’Bappe légendaire UT champion suprême Omega version Cheat infini de Noël à 97 et 150 de vitesse. Puis les femmes que viennent-elles faire là ?! C’est un scandale. Vous feriez mieux d’acheter les droits du Napoli de la Juve ou des Milan plutôt que vos équipes féminines surtout sur UT. Un très beau mauvais jeu de foot. Seul intérêt jouer avec ses amis. Pour ceux qui en ont.,2,27/01/2024,0,0,avant acheter trouvais note joueurs sévère était avant acheter année dernière avais mis fifa année devenue nom médiocre lui retire encore point menus moches intuitifs mode jeu injouable mentalité adversaires exécrable monde équipes fou dès mon troisième match avais déjà bonne équipe aimais bien plaisir commencer avec mauvais joueurs devoir saigner bon joueur maintenant celui aura bappe légendaire champion suprême omega version cheat infini noël vitesse puis femmes viennent elles faire scandale feriez mieu,anger
Le gameplay est à chieUne défense de mortLes femmes plus rapide que mbappeTrop de chose à dire mais j ai pas le temps j ai rien a faireBref une daube ce jeu,1,24/01/2024,0,0,gameplay chieune défense mortles femmes rapide mbappetrop chose dire temps rien fairebref daube jeu,sad
Ceux qui mettent des 0 partout et qui viennent dire de la merde chaque année allez-y créez et inventez votre propre jeu de simulation de foot. Joué toutes les semaines sur PS5 (parfois avec mon père) ce jeu est un régal qui est passionnant à tout point de vue en tant que fan de football.,19,24/01/2024,0,3,ceux mettent partout viennent dire merde chaque année allez créez inventez votre propre jeu simulation foot joué toutes semaines parfois avec mon père jeu régal passionnant point vue tant fan football,joy
